cód.;Escola;endereco;num;bairro;municipio;DDD;Telefone;CEP;E-mail;Dependência;endereco_completo;lat;lng
2445;EEB PROFA TANIA MARA F E SILVA LOCKS;R DR HOMERO DE MIRANDA GOMES;3239;JARDIM MARCOS ANTONIO;BIGUAÇU;48.0;36655868;88160768;taniamara@sed.sc.gov.br;Estaduais;R DR HOMERO DE MIRANDA GOMES, 3239 - JARDIM MARCOS ANTONIO, BIGUAÇU - SC, 88160768;-27.53107;-48.63817
158747;EEB PROFESSOR ANGELO CASCAES TANCREDO;RUA JOSÉ JOÃO BARCELOS;1455;BELA VISTA;PALHOÇA;48.0;36656318;88132770;eebangeloctancredo@sed.sc.gov.br;Estaduais;RUA JOSÉ JOÃO BARCELOS, 1455 - BELA VISTA, PALHOÇA - SC, 88132770;-27.65325;-48.69572
24520;EEB PROFESSOR JOÃO VENDRAMI;RUA CELESTINO ODORIZZI;0;BARRA DA PRATA;VITOR MEIRELES;47.0;33578945;89148000;seriedh14dpedro1@sed.sc.gov.br;Estaduais;RUA CELESTINO ODORIZZI, 0 - BARRA DA PRATA, VITOR MEIRELES - SC, 89148000;-26.88048;-49.83337
129097;EEB PROFESSOR LINO FLORIANI;RUA SIZINO GARCIA;565;SANTO ANTONIO;JARAGUÁ DO SUL;47.0;32769336;89266310;seriedh24linofloriani@sed.sc.gov.br;Estaduais;RUA SIZINO GARCIA, 565 - SANTO ANTONIO, JARAGUÁ DO SUL - SC, 89266310;-26.43366;-49.14968
78433;EEB PROTASIO JOAQUIM DA CUNHA;RUA ALFREDO TEIXEIRA DA ROSA;619;SÃO JOSÉ;SOMBRIO;48.0;35290140;88960000;seriedh22pjcunha@sed.sc.gov.br;Estaduais;RUA ALFREDO TEIXEIRA DA ROSA, 619 - SÃO JOSÉ, SOMBRIO - SC, 88960000;-29.11131;-49.64025
102350;EEB QUINTINO FOLHIARINI DAJORI;RUA SANTA RITA DE CASSIA;731;PRESIDENTE VARGAS;IÇARA;48.0;34031136;88820000;eefquintinofd@sed.sc.gov.br;Estaduais;RUA SANTA RITA DE CASSIA, 731 - PRESIDENTE VARGAS, IÇARA - SC, 88820000;-28.68525;-49.32311
50890;EEB RAIMUNDO CORREA;RUA DO COMERCIO;518;NITEROI;SEARA;49.0;34528645;89770000;seriedh33rcorrea@sed.sc.gov.br;Estaduais;RUA DO COMERCIO, 518 - NITEROI, SEARA - SC, 89770000;-27.21575;-52.32549
155080;EEB RAUL BAYER LAUS;RUA MARIA MARQUES RAMPELOTTI;150;ESPINHEIROS;ITAJAÍ;47.0;33986147;88317518;eebraullaus@sed.sc.gov.br;Estaduais;RUA MARIA MARQUES RAMPELOTTI, 150 - ESPINHEIROS, ITAJAÍ - SC, 88317518;-26.90108;-48.71862
65781;EEB RAUL POMPEIA;RUA RIO DE JANEIRO;353;CENTRO;CAMPO ERÊ;49.0;33721047;89980000;eebraulpompeia@sed.sc.gov.br;Estaduais;RUA RIO DE JANEIRO, 353 - CENTRO, CAMPO ERÊ - SC, 89980000;-26.39106;-53.08036
17701;EEB RAULINO HORN;R LAURO MULLER;244;CENTRO;INDAIAL;47.0;33330067;89080039;seriedh35rhorn@sed.sc.gov.br;Estaduais;R LAURO MULLER, 244 - CENTRO, INDAIAL - SC, 89080039;-26.89334;-49.23525
26662;EEB REGENTE FEIJO;RUA OSWALDO SCHROEDER;211;CENTRO;LONTRAS;47.0;35263126;89182000;seriedh14rfeijo@sed.sc.gov.br;Estaduais;RUA OSWALDO SCHROEDER, 211 - CENTRO, LONTRAS - SC, 89182000;-27.17048;-49.54229
95737;EEB ROBERTO MORITZ;RUA LAURO MELLO;470;CENTRO;ITUPORANGA;47.0;35338775;88400000;robertomoritz@sed.sc.gov.br;Estaduais;RUA LAURO MELLO, 470 - CENTRO, ITUPORANGA - SC, 88400000;-27.42273;-49.59921
5800;EEB ROBERTO SCHUTZ;RUA EXPEDICIONARIO ADOLFO WERLICH;120;TAQUARAS;RANCHO QUEIMADO;48.0;36655856;88470000;robertoschutz@sed.sc.gov.br;Estaduais;RUA EXPEDICIONARIO ADOLFO WERLICH, 120 - TAQUARAS, RANCHO QUEIMADO - SC, 88470000;-27.64105;-49.10957
55719;EEB RODOLFO FOSS;DISTRITO DE JUVENCIO;0;AREA RURAL;SAUDADES;49.0;20497507;89868000;eebrodolfofoss@sed.sc.gov.br;Estaduais;DISTRITO DE JUVENCIO, 0 - AREA RURAL, SAUDADES - SC, 89868000;-26.92629;-53.004
88358;EEB RODOLFO ZIPPERER;AV DOS EXPEDICIONARIOS;566;CAMPO D AGUA VERDE;CANOINHAS;47.0;36274219;89466072;eebrodolfozipperer@sed.sc.gov.br;Estaduais;AV DOS EXPEDICIONARIOS, 566 - CAMPO D AGUA VERDE, CANOINHAS - SC, 89466072;-26.17309;-50.37978
55956;EEB RODRIGUES ALVES;AV BRASIL;401;CENTRO;SAUDADES;49.0;20497989;89868000;eebra@sed.sc.gov.br;Estaduais;AV BRASIL, 401 - CENTRO, SAUDADES - SC, 89868000;-26.92641;-53.00369
91413;EEB ROLAND HAROLD DORNBUSCH;RUA ARTHUR HENSCHEL;117;BARRA RIO MOLHA;JARAGUÁ DO SUL;47.0;32769457;89259580;rolanddornbusch@sed.sc.gov.br;Estaduais;RUA ARTHUR HENSCHEL, 117 - BARRA RIO MOLHA, JARAGUÁ DO SUL - SC, 89259580;-26.505;-49.08855
83313;EEB ROMILDO CZEPANHIK;RUA EMILIO ALLET;718;VENEZA;XANXERÊ;49.0;33822153;89820000;seriedh5rczepanhik@sed.sc.gov.br;Estaduais;RUA EMILIO ALLET, 718 - VENEZA, XANXERÊ - SC, 89820000;-26.8746;-52.4181
2119;EEB ROSA TORRES DE MIRANDA;R MELVIN JONES;389;JARDIM ATLANTICO;FLORIANÓPOLIS;48.0;36654976;88095400;rosatorres@sed.sc.gov.br;Estaduais;R MELVIN JONES, 389 - JARDIM ATLANTICO, FLORIANÓPOLIS - SC, 88095400;-27.5787;-48.59708
50903;EEB ROSINA NARDI;RUA ANTONIO ZOLETT;191;SAO JOAO;SEARA;49.0;34528643;89770000;seriedh33rnardi@sed.sc.gov.br;Estaduais;RUA ANTONIO ZOLETT, 191 - SAO JOAO, SEARA - SC, 89770000;-27.16491;-52.32345
1805;EEB ROSINHA CAMPOS;RUA JOAQUIM FERNANDES DE OLIVEIRA;428;ABRAAO;FLORIANÓPOLIS;48.0;36655651;88085170;rosinha@sed.sc.gov.br;Estaduais;RUA JOAQUIM FERNANDES DE OLIVEIRA, 428 - ABRAAO, FLORIANÓPOLIS - SC, 88085170;-27.60623;-48.59142
11320;EEB RUBENS DE ARRUDA RAMOS;SAO MIGUEL DOEST;10;NOSSA SENHORA DA SALETE;CRICIÚMA;48.0;34031354;88815532;eebrubensar@sed.sc.gov.br;Estaduais;SAO MIGUEL DOEST, 10 - NOSSA SENHORA DA SALETE, CRICIÚMA - SC, 88815532;-28.68773;-49.34335
29009;EEB RUBENS DE ARRUDA RAMOS;AV. LUIZ DE CAMOES;1226;CONTA DINHEIRO;LAGES;49.0;32898239;88523000;seriedh27rramos@sed.sc.gov.br;Estaduais;AV. LUIZ DE CAMOES, 1226 - CONTA DINHEIRO, LAGES - SC, 88523000;-27.80045;-50.30531
56472;EEB RUDOLFO LUZINA;AV FRANCISCO FERDINANDO LOSINA;187;CENTRO;NOVA ERECHIM;49.0;33330650;89865000;rodolfoluzina@sed.sc.gov.br;Estaduais;AV FRANCISCO FERDINANDO LOSINA, 187 - CENTRO, NOVA ERECHIM - SC, 89865000;-26.90334;-52.9027
58742;EEB RUI BARBOSA;RUA ANTONIO CELLA;512;CENTRO;FORMOSA DO SUL;49.0;33462449;89859000;seriedh32rbarbosa@sed.sc.gov.br;Estaduais;RUA ANTONIO CELLA, 512 - CENTRO, FORMOSA DO SUL - SC, 89859000;-26.64713;-52.79349
69973;EEB RUIZELIO CABRAL;JOSE HONORATO DA SILVA;32;NOVA ESPERANCA;BALNEÁRIO CAMBORIÚ;47.0;33986225;88336070;eebruizeliocabral@sed.sc.gov.br;Estaduais;JOSE HONORATO DA SILVA, 32 - NOVA ESPERANCA, BALNEÁRIO CAMBORIÚ - SC, 88336070;-27.02984;-48.61138
42420;EEB RUTH LEBARBECHON;R RUI BARBOSA;81;CENTRO;ÁGUA DOCE;49.0;35279370;89654000;eebruth@sed.sc.gov.br;Estaduais;R RUI BARBOSA, 81 - CENTRO, ÁGUA DOCE - SC, 89654000;-26.99842;-51.55695
18651;EEB RUY BARBOSA;R RECIFE;293;CENTRO;TIMBÓ;47.0;33993063;89120000;seriedh35rbarbosa@sed.sc.gov.br;Estaduais;R RECIFE, 293 - CENTRO, TIMBÓ - SC, 89120000;-26.8214;-49.27986
52051;EEB SAAD ANTONIO SARQUIS;SAO LOURENCO DO OESTE;558;CRISTO REI;CHAPECÓ;49.0;20497818;89810095;saadsarquis@sed.sc.gov.br;Estaduais;SAO LOURENCO DO OESTE, 558 - CRISTO REI, CHAPECÓ - SC, 89810095;-27.06917;-52.63501
7390;EEB SAGRADO CORACAO DE JESUS;RODOVIA NORBERTO BRUNATO - SC-390;4501;KM-60 - PINHEIROS;TUBARÃO;48.0;36319738;88702704;seriedh20scjesus@sed.sc.gov.br;Estaduais;RODOVIA NORBERTO BRUNATO - SC-390, 4501 - KM-60 - PINHEIROS, TUBARÃO - SC, 88702704;38.89037;-77.03196
7480;EEB SAMUEL SANDRINI;RUA JOAO ROGERIO REMOR;22;CONDE D EU;ORLEANS;48.0;36319426;88870000;eebssandrini@sed.sc.gov.br;Estaduais;RUA JOAO ROGERIO REMOR, 22 - CONDE D EU, ORLEANS - SC, 88870000;-28.36407;-49.28681
21911;EEB SANTA CATARINA;R BARAO DO RIO BRANCO;794;CENTRO;SÃO FRANCISCO DO SUL;47.0;34442106;89240000;seriedh23catarina@sed.sc.gov.br;Estaduais;R BARAO DO RIO BRANCO, 794 - CENTRO, SÃO FRANCISCO DO SUL - SC, 89240000;-26.2453;-48.63277
89834;EEB SANTA CRUZ;R BERNARDO OLSEN;400;CENTRO;CANOINHAS;47.0;36274058;89460004;santacruz@sed.sc.gov.br;Estaduais;R BERNARDO OLSEN, 400 - CENTRO, CANOINHAS - SC, 89460004;-26.16834;-50.39503
67822;EEB SANTA HELENA;RUA PEDRO IVO HICKMANN;251;CENTRO;SANTA HELENA;49.0;34725079;89915000;eebsantahelena@sed.sc.gov.br;Estaduais;RUA PEDRO IVO HICKMANN, 251 - CENTRO, SANTA HELENA - SC, 89915000;-26.93735;-53.61825
59706;EEB SANTA LUCIA;RODOVIA SC 157 KM 12;4;CENTRO;NOVO HORIZONTE;49.0;33721075;89998000;eebsantalucia@sed.sc.gov.br;Estaduais;RODOVIA SC 157 KM 12, 4 - CENTRO, NOVO HORIZONTE - SC, 89998000;-26.45115;-52.82918
93718;EEB SANTA MARTA;ESTRADA GERAL FAROL DE SANTA MARTA;0;FAROL DE SANTA MARTA;LAGUNA;48.0;36477868;88790000;santamarta@sed.sc.gov.br;Estaduais;ESTRADA GERAL FAROL DE SANTA MARTA, 0 - FAROL DE SANTA MARTA, LAGUNA - SC, 88790000;-28.60678;-48.82036
59820;EEB SANTA RITA;SC 386;2;SANTA RITA;SÃO MIGUEL DO OESTE;49.0;36313202;89900000;eebsantarita@sed.sc.gov.br;Estaduais;SC 386, 2 - SANTA RITA, SÃO MIGUEL DO OESTE - SC, 89900000;-26.7399;-53.50322
35300;EEB SANTA TERESINHA;AVENIDA FREI ROGERIO;96;CENTRO;CURITIBANOS;49.0;34123070;89520000;santateresinha@sed.sc.gov.br;Estaduais;AVENIDA FREI ROGERIO, 96 - CENTRO, CURITIBANOS - SC, 89520000;-27.28292;-50.58117
66737;EEB SANTA TEREZINHA;AV TANCREDO NEVES;180;CENTRO;SANTA TEREZINHA DO PROGRESSO;49.0;36646601;89983000;seriedh2terezinha@sed.sc.gov.br;Estaduais;AV TANCREDO NEVES, 180 - CENTRO, SANTA TEREZINHA DO PROGRESSO - SC, 89983000;-26.62071;-53.20238
80276;EEB SANTA TEREZINHA;RUA GEORGE BOETTGER;70;SANTA TEREZINHA;BRUSQUE;47.0;33500099;88352310;eebsterezinha@sed.sc.gov.br;Estaduais;RUA GEORGE BOETTGER, 70 - SANTA TEREZINHA, BRUSQUE - SC, 88352310;-27.07518;-48.89002
61352;EEB SANTA TEREZINHA;RUA IGUACU;78;UNIAO;MARAVILHA;49.0;36646560;89874000;eebsantaterezinha@sed.sc.gov.br;Estaduais;RUA IGUACU, 78 - UNIAO, MARAVILHA - SC, 89874000;-26.76756;-53.16408
75493;EEB SANTA TEREZINHA;RUA FRANCISCO RIBEIRO DA SILVA;1168;SANTA TEREZINHA;LEBON RÉGIS;49.0;35615980;89515000;seriedh10sterezinha@sed.sc.gov.br;Estaduais;RUA FRANCISCO RIBEIRO DA SILVA, 1168 - SANTA TEREZINHA, LEBON RÉGIS - SC, 89515000;-26.92699;-50.69161
38938;EEB SANTO ANTONIO;RUA CANDIDO DE OLIVEIRA RAMOS;142;CENTRO;MAFRA;47.0;36470350;89300034;seriedh25antonio@sed.sc.gov.br;Estaduais;RUA CANDIDO DE OLIVEIRA RAMOS, 142 - CENTRO, MAFRA - SC, 89300034;-26.1262;-49.80826
60720;EEB SANTO ANTONIO;LINHA SANTO ANTONIO;0;INTERIOR;ITAPIRANGA;49.0;31941202;89896000;eebsantoantonio@sed.sc.gov.br;Estaduais;LINHA SANTO ANTONIO, 0 - INTERIOR, ITAPIRANGA - SC, 89896000;-27.09255;-53.72819
72680;EEB SANTOS ANJOS;RUA STEFANO BONET;226;CENTRO;RIO DAS ANTAS;49.0;35616879;89550000;seriedh10sanjos@sed.sc.gov.br;Estaduais;RUA STEFANO BONET, 226 - CENTRO, RIO DAS ANTAS - SC, 89550000;-26.90261;-51.0742
15750;EEB SANTOS DUMONT;RUA AMAZONAS;2771;GARCIA;BLUMENAU;47.0;33788686;89021001;eebsantosdumont@sed.sc.gov.br;Estaduais;RUA AMAZONAS, 2771 - GARCIA, BLUMENAU - SC, 89021001;-26.9425;-49.07079
98264;EEB SAO BENTO;TRAVESSA CHAMPAGNAT;30;CENTRO;SÃO BENTO DO SUL;47.0;36334003;89280436;eebsb@sed.sc.gov.br;Estaduais;TRAVESSA CHAMPAGNAT, 30 - CENTRO, SÃO BENTO DO SUL - SC, 89280436;-26.24777;-49.37923
65790;EEB SAO BERNARDINO;JOSE SCHEID;927;CENTRO;SÃO BERNARDINO;49.0;33721061;89982000;eebsbernardino@sed.sc.gov.br;Estaduais;JOSE SCHEID, 927 - CENTRO, SÃO BERNARDINO - SC, 89982000;-26.47401;-52.96533
83283;EEB SAO CAETANO;DISTRITO DE CAMBUINZAL;0;INTERIOR;XANXERÊ;49.0;34417440;89820000;seriedh5scaetano@sed.sc.gov.br;Estaduais;DISTRITO DE CAMBUINZAL, 0 - INTERIOR, XANXERÊ - SC, 89820000;-26.87796;-52.40242
43303;EEB SAO CRISTOVAO;ACESSO CIDADE ALTA;2001;SAO CRISTOVAO;CAPINZAL;49.0;35279580;89665000;eebsc@sed.sc.gov.br;Estaduais;ACESSO CIDADE ALTA, 2001 - SAO CRISTOVAO, CAPINZAL - SC, 89665000;-27.36922;-51.57567
65773;EEB SAO DONATO;VILA SAO DONATO;0;RURAL;SALTINHO;49.0;36646505;89981000;eebsd@sed.sc.gov.br;Estaduais;VILA SAO DONATO, 0 - RURAL, SALTINHO - SC, 89981000;-26.56623;-53.03266
52302;EEB SAO FRANCISCO;R NEREU RAMOS;3444;SEMINARIO;CHAPECÓ;49.0;33223101;89813000;saofrancisco@sed.sc.gov.br;Estaduais;R NEREU RAMOS, 3444 - SEMINARIO, CHAPECÓ - SC, 89813000;-27.13345;-52.60104
23728;EEB SAO JOAO;RUA JOAO WILL;175;SAO JOAO;AGROLÂNDIA;47.0;35338809;88420000;sjoao@sed.sc.gov.br;Estaduais;RUA JOAO WILL, 175 - SAO JOAO, AGROLÂNDIA - SC, 88420000;-27.39642;-49.83542
7285;EEB SAO JOAO BATISTA;JOSE ANASTACIO TEIXEIRA;2280;VILA FLOR;CAPIVARI DE BAIXO;48.0;36319366;88745000;seriedh20sjbatista@sed.sc.gov.br;Estaduais;JOSE ANASTACIO TEIXEIRA, 2280 - VILA FLOR, CAPIVARI DE BAIXO - SC, 88745000;-28.42681;-48.94295
82244;EEB SAO JOAO BATISTA;R OTAVIANO DADAM;111;CENTRO;SÃO JOÃO BATISTA;48.0;36655509;88240000;eebsjbatista@sed.sc.gov.br;Estaduais;R OTAVIANO DADAM, 111 - CENTRO, SÃO JOÃO BATISTA - SC, 88240000;-27.27979;-48.84957
125180;EEB SAO JOAO BATISTA;RUA BARAO DO RIO BRANCO;201;AGOSTINI;SÃO MIGUEL DO OESTE;49.0;36312995;89900000;eefsjbatista@sed.sc.gov.br;Estaduais;RUA BARAO DO RIO BRANCO, 201 - AGOSTINI, SÃO MIGUEL DO OESTE - SC, 89900000;-26.72586;-53.53498
40495;EEB SAO JOAO BATISTA;RUA ANITA RUTHES ANDREJEWSKI;48;PARAGUAÇU;ITAIÓPOLIS;47.0;36470464;89340000;seriedh25sbatista@sed.sc.gov.br;Estaduais;RUA ANITA RUTHES ANDREJEWSKI, 48 - PARAGUAÇU, ITAIÓPOLIS - SC, 89340000;-26.38816;-49.91591
49662;EEB SAO JOAO BATISTA DE LA SALLE;RUA CHARRUAS;322;ITAIBA;CONCÓRDIA;49.0;34826088;89707056;seriedh6sjblsalle@sed.sc.gov.br;Estaduais;RUA CHARRUAS, 322 - ITAIBA, CONCÓRDIA - SC, 89707056;-27.23938;-52.03815
57045;EEB SAO JOAO BOSCO;LINHA ALTO RECREIO;0;INTERIOR;SUL BRASIL;49.0;36646506;89855000;eebsaojoaobosco@sed.sc.gov.br;Estaduais;LINHA ALTO RECREIO, 0 - INTERIOR, SUL BRASIL - SC, 89855000;-27.68031;-52.8402
17949;EEB SAO JOAO BOSCO;RUA ITAJUBA;135;CENTRO;APIÚNA;47.0;33788402;89135000;seriedh14jbosco@sed.sc.gov.br;Estaduais;RUA ITAJUBA, 135 - CENTRO, APIÚNA - SC, 89135000;-27.03731;-49.3902
46957;EEB SAO JOSE;R SAO VICENTE DE PAULO;20;CENTRO;TREZE TÍLIAS;49.0;35279591;89650000;EEBSJOSET@SED.SC.GOV.BR;Estaduais;R SAO VICENTE DE PAULO, 20 - CENTRO, TREZE TÍLIAS - SC, 89650000;-27.00043;-51.40694
75442;EEB SAO JOSE;AVENIDA MIGUEL NOVICK;0;NACOES;FRAIBURGO;49.0;35335447;89580000;eebsaojose@sed.sc.gov.br;Estaduais;AVENIDA MIGUEL NOVICK, 0 - NACOES, FRAIBURGO - SC, 89580000;-27.02399;-50.9105
43664;EEB SAO JOSE;RUA NEREU RAMOS;137;CENTRO;HERVAL D'OESTE;49.0;35279777;89610000;eebsj@sed.sc.gov.br;Estaduais;RUA NEREU RAMOS, 137 - CENTRO, HERVAL D'OESTE - SC, 89610000;-27.17141;-51.49672
61085;EEB SAO JOSE;SEDE CAPELA CAIXA POSTAL 01;0;INTERIOR;ITAPIRANGA;49.0;34725110;89896000;eebsaojose_smo@sed.sc.gov.br;Estaduais;SEDE CAPELA CAIXA POSTAL 01, 0 - INTERIOR, ITAPIRANGA - SC, 89896000;-27.17434;-53.7171
69507;EEB SAO JOSE;RUA VEREADOR LOURECI SOARES DA SILVA;3822;ESCALVADOS;NAVEGANTES;47.0;33986156;88374030;seriedh17sjose@sed.sc.gov.br;Estaduais;RUA VEREADOR LOURECI SOARES DA SILVA, 3822 - ESCALVADOS, NAVEGANTES - SC, 88374030;-26.78643;-48.7685
64629;EEB SAO JOSE;RUA GENERAL GOES MONTEIRO;261;PRIMAVERA;SÃO JOSÉ DO CEDRO;49.0;36443428;89930000;eebsjose@sed.sc.gov.br;Estaduais;RUA GENERAL GOES MONTEIRO, 261 - PRIMAVERA, SÃO JOSÉ DO CEDRO - SC, 89930000;-26.45218;-53.49181
33677;EEB SAO JOSE;RUA PRUDENTE CANDIDO DA SILVA;0;TRES PEDRINHAS;SÃO JOAQUIM;49.0;32338410;88600000;saojose@sed.sc.gov.br;Estaduais;RUA PRUDENTE CANDIDO DA SILVA, 0 - TRES PEDRINHAS, SÃO JOAQUIM - SC, 88600000;-28.29428;-49.9288
28487;EEB SAO JUDAS TADEU;RUA MATEUS JUNQUEIRA;985;SANTA HELENA;LAGES;49.0;32898225;88504130;seriedh27jtadeu@sed.sc.gov.br;Estaduais;RUA MATEUS JUNQUEIRA, 985 - SANTA HELENA, LAGES - SC, 88504130;-27.81699;-50.34486
64920;EEB SAO LOURENCO;LINHA SAO LOURENCO;0;COMUNIDADE;IPORÃ DO OESTE;49.0;34725111;89899000;eefsaolourenco@sed.sc.gov.br;Estaduais;LINHA SAO LOURENCO, 0 - COMUNIDADE, IPORÃ DO OESTE - SC, 89899000;-26.98801;-53.53464
8176;EEB SAO LUDGERO;PRACA DANIEL BRUNING;757;CENTRO;SÃO LUDGERO;48.0;36511840;88730000;seriedh36sludgero@sed.sc.gov.br;Estaduais;PRACA DANIEL BRUNING, 757 - CENTRO, SÃO LUDGERO - SC, 88730000;-28.33298;-49.18222
57860;EEB SAO LUIZ;AVENIDA SANTA CATARINA;1206;CENTRO;UNIÃO DO OESTE;49.0;33462456;89845000;seriedh32sluiz@sed.sc.gov.br;Estaduais;AVENIDA SANTA CATARINA, 1206 - CENTRO, UNIÃO DO OESTE - SC, 89845000;-27.19468;-49.79342
60518;EEB SAO MIGUEL;RUA LA SALLE;1824;CENTRO;SÃO MIGUEL DO OESTE;49.0;36313271;89900000;eebsaomiguel@sed.sc.gov.br;Estaduais;RUA LA SALLE, 1824 - CENTRO, SÃO MIGUEL DO OESTE - SC, 89900000;-26.72608;-53.52236
91952;EEB SAO PEDRO;RUA EVARISTO KLEIN;110;GUAMIRANGA;GUARAMIRIM;47.0;32769431;89270000;saopedro@sed.sc.gov.br;Estaduais;RUA EVARISTO KLEIN, 110 - GUAMIRANGA, GUARAMIRIM - SC, 89270000;-26.48336;-48.92206
59838;EEB SAO SEBASTIAO;RUA PROFESSORA JUREMA TERESINHA SCHACKER;57;SAO SEBASTIAO;SÃO MIGUEL DO OESTE;49.0;36312999;89900000;seriedh1ssebastiao@sed.sc.gov.br;Estaduais;RUA PROFESSORA JUREMA TERESINHA SCHACKER, 57 - SAO SEBASTIAO, SÃO MIGUEL DO OESTE - SC, 89900000;-26.71218;-53.51283
5134;EEB SAO TARCISIO;AV VINTE E NOVE DE DEZEMBRO;0;CENTRO;SÃO BONIFÁCIO;48.0;36656524;88485000;saotarcisio@sed.sc.gov.br;Estaduais;AV VINTE E NOVE DE DEZEMBRO, 0 - CENTRO, SÃO BONIFÁCIO - SC, 88485000;-27.8897;-48.93595
38059;EEB SAO TARCISIO;RUA 31 DE MARCO;100;CENTRO;PONTE ALTA;49.0;32896333;88550000;seriedh27starcisio@sed.sc.gov.br;Estaduais;RUA 31 DE MARCO, 100 - CENTRO, PONTE ALTA - SC, 88550000;-9.86226;-56.08024
58750;EEB SAO TIAGO;RUA MARIANA CORSO;646;CENTRO;SANTIAGO DO SUL;49.0;33462451;89854000;seriedh32stiago@sed.sc.gov.br;Estaduais;RUA MARIANA CORSO, 646 - CENTRO, SANTIAGO DO SUL - SC, 89854000;-26.63599;-52.67389
61131;EEB SAO VICENTE;RUA DA MATRIZ;255;CENTRO;ITAPIRANGA;49.0;36770377;89896000;eebsaovicente@sed.sc.gov.br;Estaduais;RUA DA MATRIZ, 255 - CENTRO, ITAPIRANGA - SC, 89896000;-27.16482;-53.71684
67890;EEB SARA CASTELHANO KLEINKAUF;RUA OLAVO BILAC;392;CENTRO;GUARACIABA;49.0;36312941;89920000;eebsarack@sed.sc.gov.br;Estaduais;RUA OLAVO BILAC, 392 - CENTRO, GUARACIABA - SC, 89920000;-26.5988;-53.5241
93521;EEB SAUL ULYSSEA;DR. PAULO CARNEIRO;1044;CABECUDA;LAGUNA;48.0;36477998;88790000;saululyssea@sed.sc.gov.br;Estaduais;DR. PAULO CARNEIRO, 1044 - CABECUDA, LAGUNA - SC, 88790000;-28.44143;-48.8204
50946;EEB SEARA;PHILOMENA MARIA GRIGOLO;53;INDUSTRIAL;SEARA;49.0;34528646;89770000;eebseara@sed.sc.gov.br;Estaduais;PHILOMENA MARIA GRIGOLO, 53 - INDUSTRIAL, SEARA - SC, 89770000;-27.16064;-52.31827
6661;EEB SEN FRANCISCO BENJAMIN GALLOTTI;RUA ALTAMIRO GUIMARAES;1615;OFICINAS;TUBARÃO;48.0;36319374;88702103;seriedh20fbgallotti@sed.sc.gov.br;Estaduais;RUA ALTAMIRO GUIMARAES, 1615 - OFICINAS, TUBARÃO - SC, 88702103;-28.48959;-49.0235
4545;EEB SEN RENATO RAMOS DA SILVA;RUA JOSÉ LUIZ MARTINS;447;BARRA DO ARIRIÚ;PALHOÇA;48.0;36655879;88134300;senadorrenato@sed.sc.gov.br;Estaduais;RUA JOSÉ LUIZ MARTINS, 447 - BARRA DO ARIRIÚ, PALHOÇA - SC, 88134300;-27.68121;-48.64526
161845;EEB SENADOR EVELÁSIO VIEIRA;RUA PROFESSOR JACOB INEICHEN;445;ITOUPAVAZINHA;BLUMENAU;47.0;33788673;89066600;eebsenadorevelasiovieira@sed.sc.gov.br;Estaduais;RUA PROFESSOR JACOB INEICHEN, 445 - ITOUPAVAZINHA, BLUMENAU - SC, 89066600;-26.85039;-49.11804
109169;EEB SENADOR RODRIGO LOBO;RUA CUBA;0;JARDIM SOFIA;JOINVILLE;47.0;34611583;89223710;eefrodrigolobo@sed.sc.gov.br;Estaduais;RUA CUBA, 0 - JARDIM SOFIA, JOINVILLE - SC, 89223710;-26.23752;-48.83118
64157;EEB SERAFIM BERTASO;SAO VENDELINO;0;INTERIOR;SÃO JOSÉ DO CEDRO;49.0;36443449;89930000;serafim@sed.sc.gov.br;Estaduais;SAO VENDELINO, 0 - INTERIOR, SÃO JOSÉ DO CEDRO - SC, 89930000;-26.50322;-53.62502
57878;EEB SETE DE SETEMBRO;R CASTELO BRANCO;637;CENTRO;ÁGUAS FRIAS;49.0;33320016;89843000;seriedh4ssetembro@sed.sc.gov.br;Estaduais;R CASTELO BRANCO, 637 - CENTRO, ÁGUAS FRIAS - SC, 89843000;-26.88301;-52.85962
12300;EEB SILVA ALVARENGA;MANOEL JOAO MACHADO;0;METROPOL;CRICIÚMA;48.0;34031607;88819000;eebsilvaalvarenga@sed.sc.gov.br;Estaduais;MANOEL JOAO MACHADO, 0 - METROPOL, CRICIÚMA - SC, 88819000;-28.64408;-49.43539
97721;EEB SILVA JARDIM;RUA ANITAPOLIS;175;CENTRO;ALFREDO WAGNER;48.0;36655508;88450000;silva_jardim@sed.sc.gov.br;Estaduais;RUA ANITAPOLIS, 175 - CENTRO, ALFREDO WAGNER - SC, 88450000;-27.70031;-49.33435
710;EEB SIMAO JOSE HESS;AVENIDA MADRE BENVENUTA;463;TRINDADE;FLORIANÓPOLIS;48.0;36655615;88036500;simaohess@sed.sc.gov.br;Estaduais;AVENIDA MADRE BENVENUTA, 463 - TRINDADE, FLORIANÓPOLIS - SC, 88036500;-27.5919;-48.51692
35807;EEB SOLON ROSA;RUA CARLOS BETZ;450;AGUA SANTA;CURITIBANOS;49.0;34123049;89520000;eebsr@sed.sc.gov.br;Estaduais;RUA CARLOS BETZ, 450 - AGUA SANTA, CURITIBANOS - SC, 89520000;-27.30108;-50.58079
